game_id,play_id,season,week,offense_team,defense_team,down,ydstogo,yardline_100,qtr,time_remaining_sec,score_diff,play_type,decision,result_success
2022_W18_NYJ_TEN,847,2022,1,WSH,DET,4,8,46,4,188,-17,punt,kick,1
2024_W04_LAC_HOU,848,2024,14,SEA,WSH,4,11,20,4,98,25,field_goal,kick,1
2020_W04_KC_GB,849,2020,2,BUF,CLE,4,9,79,1,3597,-6,run,go,1
2019_W17_BAL_SF,850,2019,11,LAR,CLE,4,6,77,4,549,-2,punt,kick,1
2018_W18_NYG_JAX,851,2018,10,HOU,DEN,4,7,88,2,2669,18,punt,kick,1
2016_W13_GB_LAR,852,2016,2,CHI,MIA,4,9,31,2,2278,-20,punt,kick,1
2016_W04_NYG_DAL,853,2016,17,LAC,CHI,4,19,48,2,2284,17,punt,kick,1
2019_W14_TB_SEA,854,2019,5,LAR,SF,4,8,17,4,809,10,field_goal,kick,1
2023_W06_LV_CHI,855,2023,8,PHI,BAL,4,9,89,4,244,27,pass,go,0
2019_W06_DAL_LAR,856,2019,10,NO,CHI,4,19,62,2,2374,22,pass,go,1
2017_W05_MIA_IND,857,2017,8,LAR,NO,4,7,54,1,3562,9,pass,go,0
2023_W06_ATL_JAX,858,2023,10,LAC,NO,4,11,20,1,3242,6,punt,kick,1
2023_W07_LAC_HOU,859,2023,11,BUF,TB,4,15,90,3,1644,-25,pass,go,1
2018_W18_PHI_WSH,860,2018,16,CLE,CHI,4,13,60,3,963,-11,punt,kick,1
2019_W16_MIN_LAC,861,2019,9,JAX,CHI,4,1,72,2,2265,2,punt,kick,1
2018_W12_IND_TEN,862,2018,6,LAC,CLE,4,5,68,3,1234,11,punt,kick,1
2017_W03_CLE_TB,863,2017,2,NE,GB,4,2,88,1,3564,18,run,go,1
2019_W14_JAX_BUF,864,2019,7,TB,CIN,4,16,59,2,2640,7,punt,kick,0
2020_W17_IND_HOU,865,2020,18,ATL,CLE,4,1,32,2,1812,29,punt,kick,1
2022_W04_SF_JAX,866,2022,2,DAL,WSH,4,2,53,2,2237,-5,field_goal,kick,0
2017_W16_NO_MIA,867,2017,1,KC,CAR,4,5,15,4,197,10,run,go,0
2019_W13_ARI_GB,868,2019,3,HOU,TB,4,5,99,1,3504,19,punt,kick,1
2016_W08_CHI_LAC,869,2016,13,HOU,PHI,4,13,6,4,464,19,run,go,1
2020_W14_NYJ_HOU,870,2020,18,CHI,LAC,4,19,15,1,2863,-11,punt,kick,1
2019_W18_NO_DAL,871,2019,13,SF,DEN,4,6,82,4,4,20,punt,kick,1
2022_W18_BAL_DEN,872,2022,8,NO,DET,4,17,16,4,175,-8,punt,kick,1
2021_W04_PIT_NO,873,2021,13,KC,CLE,4,14,56,3,1673,-23,field_goal,kick,0
2016_W15_BUF_BAL,874,2016,10,KC,TEN,4,15,84,1,2872,-4,run,go,1
2017_W10_HOU_JAX,875,2017,8,JAX,SF,4,19,91,4,140,12,pass,go,0
2017_W17_MIA_NYJ,876,2017,2,ATL,NE,4,18,3,3,1559,-19,run,go,0
2023_W05_CHI_GB,877,2023,9,IND,MIA,4,9,78,3,1682,30,punt,kick,1
2022_W17_PHI_LV,878,2022,3,SF,HOU,4,5,4,4,768,13,field_goal,kick,1
2017_W13_WSH_DAL,879,2017,7,NO,JAX,4,8,45,4,433,-12,punt,kick,1
2024_W10_LAR_CLE,880,2024,13,TEN,MIA,4,17,46,1,3550,15,run,go,0
2020_W13_MIN_IND,881,2020,10,CHI,SF,4,2,23,3,1507,-27,run,go,1
2023_W08_SEA_LV,882,2023,12,NYJ,DAL,4,10,36,2,2089,0,punt,kick,1
2017_W13_TEN_CHI,883,2017,9,ARI,NYG,4,6,81,3,1462,-5,pass,go,0
2022_W10_NYG_NYJ,884,2022,12,BUF,NE,4,16,14,4,96,5,pass,go,0
2021_W03_LAR_TEN,885,2021,3,BUF,TB,4,11,57,1,3054,29,punt,kick,1
2024_W14_ATL_DET,886,2024,17,BAL,CAR,4,18,53,4,727,18,punt,kick,1
2019_W05_JAX_LAC,887,2019,11,LAC,LAR,4,14,51,3,1234,-9,punt,kick,1
2023_W16_CIN_LV,888,2023,2,DET,DEN,4,2,72,3,1541,2,punt,kick,1
2016_W12_TEN_ATL,889,2016,14,MIA,WSH,4,20,36,3,1404,15,punt,kick,1
2022_W09_GB_NYJ,890,2022,8,LAR,DET,4,11,32,4,730,19,run,go,1
2021_W08_LAC_TEN,891,2021,8,SEA,NO,4,7,35,3,1612,-6,punt,kick,1
2021_W11_NYG_CAR,892,2021,1,ATL,NYG,4,17,77,3,1337,13,punt,kick,1
2023_W02_ARI_CHI,893,2023,14,GB,ARI,4,6,63,2,2320,26,pass,go,1
2023_W04_BAL_DEN,894,2023,10,LAR,PIT,4,12,56,4,256,-26,punt,kick,1
2016_W09_DEN_TEN,895,2016,3,NE,NO,4,15,4,4,142,-21,punt,kick,1
2023_W11_CAR_HOU,896,2023,6,HOU,NYG,4,17,73,3,1526,24,punt,kick,1
2020_W09_NE_NYJ,897,2020,9,ARI,TEN,4,9,33,2,2167,20,pass,go,1
2018_W02_NYJ_CAR,898,2018,16,HOU,CLE,4,13,22,4,185,7,punt,kick,1
2016_W05_DEN_CHI,899,2016,9,IND,MIN,4,12,59,1,2889,21,punt,kick,1
2023_W13_SF_CIN,900,2023,6,TB,IND,4,15,47,3,1742,7,punt,kick,1
2022_W05_DET_JAX,901,2022,8,MIN,DAL,4,3,31,1,3230,-24,field_goal,kick,1
2021_W09_SEA_PIT,902,2021,6,JAX,PIT,4,10,29,3,1087,-5,punt,kick,1
2016_W13_SF_MIN,903,2016,4,LAR,KC,4,1,39,3,1193,27,field_goal,kick,0
2016_W13_MIN_PHI,904,2016,9,CHI,TEN,4,16,4,2,2577,-24,run,go,0
2018_W07_NE_NYG,905,2018,11,TEN,DAL,4,9,6,4,476,-15,pass,go,0
2017_W10_LAR_LAC,906,2017,6,BUF,SF,4,14,16,1,3206,29,field_goal,kick,1
2022_W13_BUF_TB,907,2022,17,NE,NYG,4,12,40,2,2004,-5,run,go,1
2023_W11_NYG_GB,908,2023,15,PHI,LV,4,11,22,2,2027,-7,run,go,1
2017_W18_SEA_LAR,909,2017,12,CIN,NYG,4,1,61,3,1426,19,punt,kick,1
2019_W14_JAX_IND,910,2019,18,NYJ,NYG,4,12,20,1,3117,6,punt,kick,1
2016_W05_LV_ARI,911,2016,4,NE,BUF,4,14,39,4,809,-13,field_goal,kick,1
2023_W06_SEA_CHI,912,2023,14,DEN,JAX,4,1,44,3,959,11,pass,go,1
2016_W09_IND_NYG,913,2016,17,MIA,LV,4,2,33,1,2791,-10,run,go,1
2021_W14_NYG_PHI,914,2021,11,ATL,CAR,4,16,58,2,2590,-27,run,go,1
2021_W11_LAC_HOU,915,2021,15,DEN,LAC,4,5,75,2,2364,-17,punt,kick,1
2024_W07_LAR_ATL,916,2024,7,GB,PHI,4,6,91,3,1068,-11,run,go,0
2020_W16_IND_LAR,917,2020,5,NE,ARI,4,6,31,2,2440,-13,pass,go,1
2022_W05_BUF_TB,918,2022,13,DEN,CLE,4,4,9,1,3336,4,punt,kick,0
2018_W02_LV_TB,919,2018,6,DET,KC,4,5,36,1,2782,9,run,go,0
2016_W04_IND_HOU,920,2016,9,PHI,DEN,4,14,23,1,3014,-12,pass,go,0
2023_W06_CLE_NYG,921,2023,18,DAL,SEA,4,3,41,4,620,-12,punt,kick,1
2023_W08_TB_MIA,922,2023,8,DET,CHI,4,3,42,1,3433,23,punt,kick,1
2024_W01_CIN_DEN,923,2024,14,BUF,CAR,4,9,39,4,29,11,run,go,0
2021_W03_GB_CHI,924,2021,9,CIN,BAL,4,15,56,2,2515,-15,run,go,1
2017_W17_CAR_TEN,925,2017,5,DET,WSH,4,4,81,3,1624,4,punt,kick,1
2017_W02_NO_DET,926,2017,8,KC,NYG,4,10,91,2,2568,18,run,go,0
2021_W01_MIA_SEA,927,2021,13,PIT,NO,4,4,78,1,2702,-26,punt,kick,1
2020_W06_TEN_LV,928,2020,2,BUF,LV,4,12,94,3,1006,-2,punt,kick,1
2016_W03_NE_IND,929,2016,6,LAR,JAX,4,8,74,1,3453,-20,run,go,1
2017_W13_GB_NYJ,930,2017,12,CAR,SEA,4,13,7,1,3266,-5,run,go,1
2021_W15_GB_DEN,931,2021,10,BAL,TEN,4,19,78,2,1879,15,run,go,1
2019_W05_LAR_LV,932,2019,14,NO,TEN,4,12,71,3,1691,-17,punt,kick,1
2024_W02_NYG_MIA,933,2024,5,NYG,TB,4,2,23,4,200,-7,punt,kick,1
2022_W04_SEA_LV,934,2022,3,LAC,PHI,4,13,46,3,1110,-1,run,go,0
2020_W04_BUF_MIA,935,2020,15,ATL,LV,4,8,90,3,1137,18,punt,kick,1
2020_W02_NYJ_CLE,936,2020,14,MIN,DEN,4,4,5,4,384,-28,punt,kick,1
2016_W16_KC_SF,937,2016,2,IND,ARI,4,7,80,4,356,26,punt,kick,1
2021_W18_ATL_DET,938,2021,7,LV,BAL,4,17,91,4,110,-30,run,go,0
2023_W13_NE_NYJ,939,2023,17,PHI,LAC,4,12,83,3,1705,12,punt,kick,1
2024_W08_DAL_IND,940,2024,5,PIT,SEA,4,9,55,1,3437,5,run,go,1
2018_W03_PIT_NYG,941,2018,17,HOU,JAX,4,12,83,1,3168,8,punt,kick,1
2022_W01_NE_ATL,942,2022,10,MIN,TEN,4,17,97,4,791,4,punt,kick,1
2019_W03_NO_MIN,943,2019,6,CIN,MIA,4,8,58,3,1230,-28,punt,kick,1
2016_W01_NYJ_KC,944,2016,16,TB,TEN,4,10,42,4,687,7,pass,go,0
2017_W12_CIN_TB,945,2017,1,LAR,CLE,4,9,63,4,453,-5,field_goal,kick,0
2019_W09_CAR_NYG,946,2019,2,MIA,CHI,4,18,5,1,2787,-11,pass,go,0
2016_W10_ARI_DET,947,2016,6,NO,MIA,4,3,44,1,3585,12,punt,kick,1
2018_W15_NE_WSH,948,2018,12,HOU,MIA,4,19,5,1,3475,-10,punt,kick,1
2020_W03_IND_DAL,949,2020,6,NO,SEA,4,9,82,2,2335,-26,run,go,0
2020_W15_MIN_CIN,950,2020,11,NO,SF,4,17,76,3,1678,26,run,go,1
2023_W04_BAL_ATL,951,2023,13,NYJ,GB,4,15,48,1,3047,-19,field_goal,kick,0
2024_W04_NYG_HOU,952,2024,6,TEN,BUF,4,18,72,3,904,17,run,go,0
2019_W09_CAR_MIA,953,2019,4,CLE,MIA,4,15,10,2,1926,4,punt,kick,0
2019_W07_KC_DET,954,2019,18,CAR,CLE,4,13,28,3,1634,-6,punt,kick,1
2024_W05_CAR_HOU,955,2024,2,CHI,NYJ,4,12,90,4,772,28,pass,go,1
2022_W04_LAC_BAL,956,2022,15,NE,LAC,4,4,6,2,1991,10,punt,kick,1
2017_W03_DET_LAR,957,2017,7,HOU,CLE,4,6,64,2,2375,10,punt,kick,0
2020_W15_LAR_SF,958,2020,17,CLE,DAL,4,10,11,2,1882,-14,run,go,1
2021_W04_BAL_BUF,959,2021,11,JAX,DAL,4,2,32,2,2077,-30,pass,go,0
2023_W03_LAC_ATL,960,2023,8,IND,TB,4,16,3,1,3002,-30,field_goal,kick,1
2020_W09_NE_DAL,961,2020,6,CAR,HOU,4,9,83,2,1917,-4,punt,kick,1
2018_W02_TEN_ATL,962,2018,4,BAL,SEA,4,14,6,2,2399,-17,punt,kick,1
2024_W15_DAL_NO,963,2024,17,SF,DET,4,18,41,4,580,0,field_goal,kick,1
2020_W13_CIN_LAC,964,2020,17,CAR,NE,4,6,18,1,3364,17,punt,kick,1
2021_W03_NYJ_LAR,965,2021,7,NYJ,DEN,4,15,66,4,446,-10,run,go,1
2021_W15_PIT_DEN,966,2021,10,JAX,TB,4,20,56,3,1132,4,field_goal,kick,0
2024_W04_MIN_DAL,967,2024,8,BUF,NYG,4,20,58,4,237,16,pass,go,1
2019_W11_NE_LV,968,2019,3,NYG,PIT,4,18,85,2,2198,-5,punt,kick,1
2023_W11_NYJ_NE,969,2023,9,MIA,KC,4,6,62,3,1012,25,run,go,1
2021_W14_DEN_SF,970,2021,12,PHI,TEN,4,13,5,1,3230,-26,punt,kick,1
2023_W09_JAX_WSH,971,2023,17,BUF,CHI,4,1,10,2,1802,-23,pass,go,1
2018_W03_SEA_PIT,972,2018,13,KC,PIT,4,7,64,2,2453,-29,punt,kick,1
2023_W06_NO_LAC,973,2023,6,DET,CHI,4,13,65,2,2488,30,pass,go,1
2024_W07_CAR_HOU,974,2024,16,JAX,HOU,4,11,58,4,167,-17,pass,go,0
2020_W05_LV_SF,975,2020,15,LAC,TB,4,3,76,1,3048,28,punt,kick,1
2022_W03_WSH_NE,976,2022,15,CLE,IND,4,8,48,3,1095,-29,pass,go,0
2023_W15_NYJ_GB,977,2023,6,MIN,JAX,4,12,72,3,1636,-12,punt,kick,1
2021_W15_LAR_NE,978,2021,3,JAX,TB,4,18,13,1,3208,10,punt,kick,1
2024_W10_PIT_DEN,979,2024,2,PIT,DEN,4,2,80,1,3134,6,pass,go,1
2024_W11_WSH_MIN,980,2024,16,DAL,JAX,4,10,42,4,419,-13,punt,kick,1
2017_W08_NO_IND,981,2017,5,BAL,NYG,4,17,14,1,3477,-20,punt,kick,1
2019_W15_NYG_PIT,982,2019,12,CAR,LV,4,19,5,3,1713,0,punt,kick,1
2023_W09_MIA_LAC,983,2023,14,SF,NE,4,16,13,4,790,7,punt,kick,1
2024_W04_MIN_CLE,984,2024,9,TB,LAR,4,3,30,2,2355,-23,pass,go,1
2024_W12_SF_KC,985,2024,17,SF,ATL,4,14,36,1,2943,-28,punt,kick,1
2016_W08_ATL_KC,986,2016,13,CLE,ATL,4,20,97,1,3535,18,punt,kick,1
2023_W10_CLE_NE,987,2023,10,LV,PIT,4,15,41,3,1293,3,punt,kick,1
2024_W10_LV_NO,988,2024,15,MIA,BUF,4,19,22,4,125,-22,punt,kick,1
2017_W14_WSH_PIT,989,2017,1,MIA,PIT,4,14,57,2,2255,20,run,go,0
2022_W14_NO_BUF,990,2022,5,KC,DAL,4,19,54,1,2837,5,pass,go,1
2020_W08_TB_HOU,991,2020,1,BAL,WSH,4,20,86,2,1878,2,punt,kick,0
2021_W08_CLE_PHI,992,2021,9,NYG,MIN,4,8,41,3,1678,-12,run,go,1
2024_W08_BAL_PIT,993,2024,8,DAL,CHI,4,11,18,4,213,-9,pass,go,0
2019_W02_BUF_DET,994,2019,10,LV,TEN,4,12,60,4,660,-5,punt,kick,1
2018_W16_MIA_BUF,995,2018,11,CLE,CAR,4,3,87,1,3102,4,run,go,1
2017_W18_NYG_LAC,996,2017,14,JAX,LAC,4,3,21,3,1616,-19,punt,kick,1
2017_W05_LAR_MIA,997,2017,4,JAX,PIT,4,10,63,2,2667,-8,run,go,0
2024_W07_LAR_CHI,998,2024,8,CHI,DAL,4,15,43,3,1444,-29,punt,kick,1
2018_W04_PHI_CHI,999,2018,4,JAX,CAR,4,1,83,2,2419,-30,pass,go,1
2018_W12_TEN_PHI,1000,2018,4,LV,TEN,4,11,21,4,314,3,field_goal,kick,1
2020_W11_SEA_CLE,1001,2020,6,DEN,NE,4,9,86,4,464,30,run,go,1
2023_W09_MIA_WSH,1002,2023,14,CIN,IND,4,11,38,4,267,9,run,go,0
2023_W18_CIN_CLE,1003,2023,10,HOU,LAC,4,9,49,4,220,-17,punt,kick,1
2016_W02_TEN_LAR,1004,2016,13,DET,LAC,4,8,6,3,1559,10,punt,kick,1
2017_W08_CIN_BAL,1005,2017,2,MIN,CAR,4,5,24,2,2643,9,pass,go,0
2023_W05_HOU_GB,1006,2023,15,BUF,ATL,4,15,8,1,3350,-24,pass,go,0
2022_W07_KC_CAR,1007,2022,13,CLE,JAX,4,11,14,1,3229,-6,punt,kick,1
2023_W04_LV_BAL,1008,2023,2,TB,TEN,4,18,30,4,304,11,punt,kick,1
2017_W07_JAX_BUF,1009,2017,16,CHI,MIA,4,20,37,2,2462,10,punt,kick,0
2018_W16_CLE_CAR,1010,2018,4,DEN,BUF,4,3,2,2,2205,-23,punt,kick,1
2024_W13_GB_DET,1011,2024,2,ATL,BAL,4,15,7,1,3150,-21,punt,kick,1
2024_W17_LAC_DAL,1012,2024,1,CIN,MIA,4,5,16,1,2724,-5,punt,kick,1
2021_W18_SEA_NYG,1013,2021,9,LV,SF,4,3,3,3,1754,4,field_goal,kick,1
2019_W13_TEN_NYG,1014,2019,17,MIN,IND,4,13,97,3,1158,-19,punt,kick,1
2022_W01_LV_CLE,1015,2022,10,LAR,SEA,4,4,22,4,825,-26,punt,kick,1
2017_W05_WSH_LAR,1016,2017,13,MIA,IND,4,6,79,3,1600,7,punt,kick,1
2021_W03_CIN_IND,1017,2021,18,ARI,JAX,4,12,34,3,1039,-16,punt,kick,1
2019_W16_TEN_LV,1018,2019,17,CLE,LAR,4,12,78,2,2445,-9,punt,kick,1
2023_W08_DEN_SF,1019,2023,7,WSH,CHI,4,3,26,3,1178,-11,run,go,1
2024_W05_MIA_CIN,1020,2024,17,IND,SEA,4,6,7,1,3007,-6,pass,go,0
2019_W17_CIN_LAR,1021,2019,9,NYG,DAL,4,4,59,4,506,19,field_goal,kick,1
2017_W03_DET_SEA,1022,2017,3,DET,MIA,4,6,92,3,1178,20,punt,kick,0
2024_W01_BUF_HOU,1023,2024,16,CIN,JAX,4,9,39,4,212,25,run,go,0
2022_W12_NYG_JAX,1024,2022,16,SF,CAR,4,10,77,1,3061,-13,punt,kick,1
2018_W05_GB_KC,1025,2018,18,NYG,TB,4,7,48,1,3101,13,run,go,1
2017_W10_CLE_SF,1026,2017,5,TB,ARI,4,10,20,3,1698,1,field_goal,kick,1
2019_W01_SF_CHI,1027,2019,16,NYG,IND,4,14,4,4,240,18,punt,kick,1
2022_W12_DEN_TEN,1028,2022,5,LAR,HOU,4,12,28,4,449,-11,run,go,0
2018_W03_IND_PIT,1029,2018,10,GB,NYJ,4,9,58,3,1131,26,field_goal,kick,0
2017_W07_PIT_HOU,1030,2017,9,MIA,SEA,4,6,59,4,113,1,field_goal,kick,0
2019_W14_CHI_BAL,1031,2019,13,NO,IND,4,15,94,1,2815,14,punt,kick,1
2024_W07_NO_BUF,1032,2024,3,NYG,ATL,4,14,36,1,2774,2,run,go,1
2018_W12_WSH_SF,1033,2018,5,DEN,DAL,4,5,60,1,3467,21,run,go,1
2024_W07_SEA_NYG,1034,2024,9,NYJ,DET,4,16,13,4,329,18,pass,go,0
2019_W12_TB_LAR,1035,2019,11,SEA,NYG,4,17,35,1,3354,17,punt,kick,1
2024_W07_MIA_BAL,1036,2024,4,ATL,WSH,4,12,62,4,562,21,punt,kick,1
2024_W08_IND_LV,1037,2024,5,JAX,ARI,4,1,15,2,2616,6,run,go,1
2023_W08_PHI_HOU,1038,2023,17,CHI,HOU,4,6,14,1,2995,-25,pass,go,1
2016_W05_MIA_DAL,1039,2016,2,SF,IND,4,16,99,4,631,0,pass,go,0
2019_W18_PHI_WSH,1040,2019,7,NE,PHI,4,15,33,1,2880,15,punt,kick,1
2023_W08_CAR_TEN,1041,2023,4,ATL,NO,4,9,26,4,661,-8,punt,kick,1
2020_W17_GB_KC,1042,2020,4,LAC,CAR,4,9,91,1,2825,15,punt,kick,1
2021_W05_BUF_TB,1043,2021,9,NE,LAC,4,3,79,1,2731,-4,punt,kick,1
2018_W10_TEN_PIT,1044,2018,13,NYJ,PIT,4,12,92,4,425,0,punt,kick,1
2021_W02_LAR_NE,1045,2021,13,MIA,PIT,4,17,68,3,1239,-24,punt,kick,1
2020_W01_NYG_KC,1046,2020,13,CHI,CAR,4,10,4,2,2585,-10,punt,kick,1
2023_W13_WSH_MIA,1047,2023,8,CLE,LAR,4,13,89,1,3131,-5,pass,go,0
2018_W12_TEN_GB,1048,2018,4,CLE,HOU,4,3,54,2,1918,-23,punt,kick,1
2017_W17_SF_MIN,1049,2017,4,MIA,TEN,4,15,42,1,2860,5,field_goal,kick,0
2024_W02_DAL_CLE,1050,2024,7,NO,WSH,4,6,31,2,1968,-9,run,go,1
2020_W17_SEA_BAL,1051,2020,17,CAR,NE,4,2,84,2,2265,-17,pass,go,1
2019_W09_BAL_SF,1052,2019,2,WSH,JAX,4,5,5,2,2006,5,punt,kick,1
2017_W05_LAR_DEN,1053,2017,17,NO,LAR,4,12,36,3,1241,18,pass,go,0
2019_W14_NE_TEN,1054,2019,14,WSH,GB,4,12,56,1,2859,-7,punt,kick,1
2023_W04_JAX_SF,1055,2023,4,KC,HOU,4,7,13,2,2381,24,pass,go,0
2024_W18_CAR_PHI,1056,2024,2,PHI,LV,4,8,53,2,2607,-13,run,go,1
2016_W10_SEA_CIN,1057,2016,6,NYG,ATL,4,10,11,3,1373,-8,punt,kick,1
2019_W16_LAR_HOU,1058,2019,16,NYJ,JAX,4,15,3,4,32,-27,pass,go,0
2017_W13_DAL_DEN,1059,2017,18,NE,LAR,4,19,1,1,3436,25,pass,go,0
2019_W14_ATL_ARI,1060,2019,10,MIA,WSH,4,6,72,4,344,22,punt,kick,0
2016_W03_TEN_LV,1061,2016,18,NE,GB,4,11,42,1,3401,-19,run,go,0
2021_W01_SF_CHI,1062,2021,9,SEA,JAX,4,7,43,4,52,6,field_goal,kick,1
2020_W15_GB_JAX,1063,2020,6,MIN,TEN,4,2,21,3,1410,-6,punt,kick,1
2022_W10_SEA_MIN,1064,2022,1,WSH,GB,4,18,99,3,1024,-26,pass,go,0
2016_W16_DEN_NO,1065,2016,4,TB,HOU,4,1,36,2,2096,8,punt,kick,1
2019_W04_NYJ_SF,1066,2019,17,NYG,MIA,4,9,20,3,1601,-26,pass,go,1
2022_W10_PHI_GB,1067,2022,10,TB,NYG,4,3,17,2,2674,4,run,go,0
2018_W01_WSH_DEN,1068,2018,3,NYG,MIA,4,9,52,4,715,-2,pass,go,0
2018_W11_TEN_PHI,1069,2018,12,PHI,LV,4,12,64,2,2473,12,punt,kick,1
2021_W05_IND_BUF,1070,2021,9,CLE,LV,4,8,81,4,794,-15,punt,kick,1
2023_W11_SEA_SF,1071,2023,16,PHI,LAR,4,18,36,3,1676,20,run,go,0
2017_W15_CHI_KC,1072,2017,9,IND,MIA,4,8,34,1,2859,-12,field_goal,kick,1
2019_W07_LAC_NYJ,1073,2019,16,JAX,NYG,4,10,90,3,1301,-12,punt,kick,0
2021_W01_TEN_LV,1074,2021,4,CHI,LV,4,20,15,4,800,0,punt,kick,1
2024_W08_NE_NYJ,1075,2024,18,MIN,SF,4,11,45,1,3260,-21,pass,go,1
2021_W18_NYG_ARI,1076,2021,18,DEN,BAL,4,5,69,4,70,22,punt,kick,1
2020_W07_ARI_DEN,1077,2020,18,GB,PIT,4,17,7,4,311,-28,punt,kick,1
2021_W14_DEN_NYJ,1078,2021,7,PHI,BAL,4,20,87,2,2357,4,punt,kick,1
2016_W12_ARI_BUF,1079,2016,10,NE,GB,4,16,81,4,472,-15,pass,go,1
2019_W01_CHI_JAX,1080,2019,6,HOU,MIA,4,4,67,1,3423,-8,run,go,1
2021_W09_ARI_KC,1081,2021,16,DAL,CAR,4,2,93,3,1683,6,punt,kick,1
2019_W03_NO_CIN,1082,2019,18,CHI,WSH,4,11,81,3,965,-26,run,go,0
2016_W06_BAL_NO,1083,2016,6,DAL,CAR,4,11,97,4,718,-7,punt,kick,1
2018_W14_DET_CLE,1084,2018,15,PHI,NE,4,5,50,2,2103,-27,run,go,1
2016_W09_CLE_DAL,1085,2016,8,MIA,SEA,4,14,49,1,3556,10,field_goal,kick,0
2023_W11_SF_LV,1086,2023,5,PIT,CLE,4,3,50,1,3021,-9,run,go,1
2021_W10_MIN_CHI,1087,2021,15,CLE,JAX,4,15,32,4,159,27,run,go,1
2022_W07_NYG_JAX,1088,2022,11,DEN,LAR,4,4,44,4,252,-4,field_goal,kick,1
2020_W03_CAR_JAX,1089,2020,13,PHI,SEA,4,11,7,2,1911,7,punt,kick,0
2022_W13_CAR_SF,1090,2022,5,PHI,KC,4,13,93,2,2279,5,pass,go,0
2021_W07_SF_TEN,1091,2021,13,NO,BUF,4,12,82,3,1317,-10,punt,kick,1
2024_W01_KC_BUF,1092,2024,8,TEN,PIT,4,3,11,4,543,21,pass,go,0
2018_W04_NYJ_LAR,1093,2018,12,ATL,DAL,4,19,8,1,3401,-13,field_goal,kick,1
2023_W11_IND_WSH,1094,2023,5,DAL,JAX,4,9,14,2,2318,15,pass,go,0
2016_W17_LAC_DET,1095,2016,6,NYJ,TEN,4,14,85,3,1680,-5,punt,kick,1
2019_W04_SF_IND,1096,2019,15,SF,LAR,4,5,41,1,3141,15,run,go,1
2024_W11_NYJ_DAL,1097,2024,4,CIN,CLE,4,14,58,1,3393,11,run,go,1
2022_W14_ARI_CHI,1098,2022,15,TB,DEN,4,10,39,1,3042,1,pass,go,1
2020_W01_JAX_ARI,1099,2020,6,JAX,MIA,4,12,67,2,1897,-30,run,go,0
2021_W07_PIT_CHI,1100,2021,8,KC,ATL,4,3,99,4,539,4,pass,go,1
2022_W03_JAX_TB,1101,2022,13,ATL,MIN,4,10,89,4,531,-17,punt,kick,1
2020_W12_CHI_BAL,1102,2020,2,PHI,MIA,4,3,48,2,2466,16,punt,kick,1
2023_W14_CIN_CLE,1103,2023,10,MIN,PIT,4,13,95,4,449,7,run,go,0
2017_W14_LV_MIA,1104,2017,5,IND,TB,4,3,67,1,2828,-9,punt,kick,1
2022_W17_TB_NYJ,1105,2022,3,SF,LAR,4,15,79,4,179,0,pass,go,0
2020_W03_NO_SF,1106,2020,14,LAR,CIN,4,20,84,3,1440,-9,punt,kick,1
2022_W03_IND_NYJ,1107,2022,14,NYG,NE,4,12,69,4,681,19,punt,kick,0
2017_W14_KC_NE,1108,2017,9,ARI,CLE,4,3,4,4,178,-17,punt,kick,1
2016_W04_NYG_CIN,1109,2016,7,GB,BUF,4,12,27,2,2374,14,pass,go,0
2023_W05_NYG_SEA,1110,2023,3,TEN,CIN,4,10,49,1,2797,-13,punt,kick,1
2016_W11_DET_GB,1111,2016,12,PHI,PIT,4,12,8,3,1628,6,field_goal,kick,1
2022_W06_ATL_CAR,1112,2022,6,TB,WSH,4,12,66,3,1297,-15,punt,kick,1
2018_W03_IND_SEA,1113,2018,6,DAL,CLE,4,7,49,3,1047,-12,punt,kick,1
2017_W08_HOU_ARI,1114,2017,5,CIN,IND,4,6,14,2,2169,-28,punt,kick,1
2020_W04_PHI_LAR,1115,2020,17,SEA,ATL,4,2,38,2,2081,26,pass,go,0
2016_W04_CIN_CHI,1116,2016,11,SF,PIT,4,19,59,2,2288,28,run,go,0
2022_W18_BUF_NE,1117,2022,4,HOU,CHI,4,20,96,2,1876,8,punt,kick,1
2016_W04_HOU_LV,1118,2016,7,CAR,LAR,4,1,94,2,2071,6,punt,kick,1
2022_W02_DEN_LAR,1119,2022,13,LAC,WSH,4,8,55,1,3434,-22,punt,kick,1
2023_W18_LV_TEN,1120,2023,5,CHI,NYG,4,12,57,2,2664,-20,pass,go,1
2019_W13_NYG_LAR,1121,2019,11,ARI,DAL,4,20,20,4,444,-8,run,go,0
2024_W18_PIT_ARI,1122,2024,5,DEN,NO,4,19,66,4,736,3,run,go,0
2023_W02_JAX_HOU,1123,2023,17,MIN,CAR,4,16,71,2,2689,2,run,go,0
2018_W17_MIA_TEN,1124,2018,6,NE,ATL,4,17,50,4,613,16,pass,go,1
2024_W18_NE_BAL,1125,2024,10,JAX,PHI,4,14,24,2,2435,9,field_goal,kick,0
2016_W05_PHI_DEN,1126,2016,6,CAR,NO,4,12,14,3,934,-26,punt,kick,1
2023_W17_JAX_GB,1127,2023,4,WSH,CIN,4,20,56,1,2765,2,punt,kick,1
2022_W14_KC_DAL,1128,2022,6,DET,HOU,4,14,19,2,2311,-5,run,go,1
